CODERESP,SECURITYID,BIRTHYEARR,CONTROL1,CONTROL3,CONTROL3@,S11,POLINT,PART,NONVOTE_01,NONVOTE_02,NONVOTE_03,NONVOTE_04,NONVOTE_05,NONVOTE_06,NONVOTE_07,NONVOTE_08,NONVOTE_09,NONVOTE_10,NONVOTE_98,PARTY15,VOTE1,VOTE1A,VOTE1B,VOTE1C,IMPORTANCE1,REASON1ACC1_01,REASON1ACC1_02,REASON1ACC1_03,REASON1ACC1_04,REASON1ACC1_05,REASON1ACC1_06,REASON1ACC1_07,REASON1ACC1_08,REASON1ACC1_09,REASON1ACC1_10,REASON1ACC1_11,REASON1ACC1,REASON2ACC1_01,REASON2ACC1_02,REASON2ACC1_03,REASON2ACC1_04,REASON2ACC1_05,REASON2ACC1_06,REASON2ACC1_07,REASON2ACC1_08,REASON2ACC1_09,REASON2ACC1_10,REASON2ACC1,REASON1DEN1_01,REASON1DEN1_02,REASON1DEN1_03,REASON1DEN1_04,REASON1DEN1_05,REASON1DEN1_06,REASON1DEN1_07,REASON1DEN1_08,REASON1DEN1_09,REASON1DEN1,REASON2DEN1_01,REASON2DEN1_02,REASON2DEN1_03,REASON2DEN1_04,REASON2DEN1_05,REASON2DEN1_06,REASON2DEN1_07,REASON2DEN1_08,REASON2DEN1,VOTE2,VOTE2A,VOTE2B,VOTE2C,IMPORTANCE2,REASON1ACC2_01,REASON1ACC2_02,REASON1ACC2_03,REASON1ACC2_04,REASON1ACC2_05,REASON1ACC2_06,REASON1ACC2_07,REASON1ACC2,REASON2ACC2_01,REASON2ACC2_02,REASON2ACC2_03,REASON2ACC2_04,REASON2ACC2_05,REASON2ACC2,REASON1DEN2_01,REASON1DEN2_02,REASON1DEN2_03,REASON1DEN2_04,REASON1DEN2_05,REASON1DEN2_06,REASON1DEN2_07,REASON1DEN2_08,REASON1DEN2,REASON2DEN2_01,REASON2DEN2_02,REASON2DEN2_03,REASON2DEN2_04,REASON2DEN2_05,REASON2DEN2_06,REASON2DEN2,TRUST_1,TRUST_2,TRUST_3,TRUST_4,TRUST_5,TRUST_6,TRUST_7,TRUST_8,TRUST_9,TRUST_10,TRUST_13,TRUST_14,TRUST_15,TRUST_21,TRUST_22,TRUST_24,TRUST_25,LRSP,VALUE1,VALUE2,VALUE3,VALUE4,VALUE5,VALUE6,VALUE7,VALUE8,VALUE9,VALUE10,VALUE11,VALUE12,VALUE13,VALUE14,VALUE15,DIFFICUL1,DECTIME1,ARGU1_1,ARGU1_2,ARGU1_3,ARGU1_4,ARGU1_5,ARGU1_6,DIFFICUL2,DECTIME2,ARGU2_1,ARGU2_2,ARGU2_3,ARGU2_4,ARGU2_5,ARGU2_6,COVID1A,COVID1B,COVID2,ONLINE,MEDIAUSE_1,MEDIAUSE_2,MEDIAUSE_3,MEDIAUSE_4,MEDIAUSE_5,MEDIAUSE_6,MEDIAUSE_7,MEDIAUSE_8,MEDIAUSE_9,MEDIAUSE_10,MEDIAUSE_11,MEDIAUSE_12,MEDIAUSE_13,MEDIAUSE_14,MEDIAUSE_15,MEDIAUSE2_1,MEDIAUSE2_2,MEDIAUSE2_3,MEDIAUSE2_4,MEDIAUSE2_5,MEDIAUSE2_6,MEDIAUSE2_7,MEDIAUSE2_8,DISCUS,VOTEWIE,PART2,PARTYA,CITIZENREPA,ORIGINPARENTS,CONFESSD,CONFESSR,CULT,EDUC,ACTI,ACTIPREV,S17JOBPOSITION,WORKLOAD,S17SECTOR,MAINEARNER,EDUCMAIN,ACTIMAIN,INCOME,INCOMEPRECARIAT,HABITAT,GEWVORL1,GEWVORL2;;;;
"10000,20201129.29118.202,1992,99999998,99999998, ,1,1,1,8,8,8,8,8,8,8,8,8,8,8,2,1,4,99999998,99999998,7,34, , , , , , , , , , ,Damit Grosskonzerne rechtlich besser zur Verantwortung gezogen werden können.,99, , , , , , , , , , ,99999998, , , , , , , , , ,99999998, , , , , , , , ,1,2,99999998,99999998,4,22,31,32, , , , ,""Massenvernichtungswaffen dürfen in der Schweiz weder hergestellt, noch finanziert, noch darf mit ihnen gehandelt werden. Deshalb finde isch es sinvoll, dass Waffenproduzenten auch nicht von Nationalbank, AHV, Pensionkassen usw. finanziert  oder ihnen Kred"",99, , , , , ,99999998, , , , , , , , ,99999998, , , , , , ,7,7,5,7,5,9,7,7,6,7,7,6,4,4,7,8,3,7,1,1,3,2,3,5,4,3,1,3,2,8,4,6,2,1,1,1,2,1,3,3,3,1,2,2,2,2,3,3,3,1,1,3,3,6,5,6,5,5,3,3,5,3,2,0,3,3,0,2,5,5,3,3,4,7,3,6,2,1,10,2,1,1,2, ,99999998,52,1,99999998,12,10,1,8,99999998,99999998,98,1,1,.918073650841302,.90669701415442";;;;
10006,20201129.21625.202,1939,99999998,99999998, ,1,4,1,8,8,8,8,8,8,8,8,8,8,8,16,1,3,99999998,99999998,3,99, , , , , , , , , , , , , , , , , , , , , , ,99999998, , , , , , , , , ,99999998, , , , , , , , ,1,4,99999998,99999998,3,99, , , , , , , , , , , , , ,99999998, , , , , , , , ,99999998, , , , , , ,5,5,2,5,98,98,5,0,98,3,9,98,7,5,5,2,98,5,1,9,6,1,5,4,5,8,1,1,6,2,1,1,8,2,1,4,1,1,2,2,2,2,1,8,1,1,8,2,2,1,1,4,2,8,8,2,0,2,0,0,0,0,0,0,0,0,0,0,98,98,98,98,98,9,98,98,4,1,10,16,1,1,2, ,99999998,21,7,3,32,10,1,1,99999998,99999998,4,2,2,.728586059925517,.844954420868624;;;;
10009,20201129.10807.202,1960,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,2,1,4,99999998,99999998,5,49,34, , , , , , , , , ,Il est normal qu'une entreprise qui occasionne des déprédations à l'étranger soit responsable de ses agissements!,99, , , , , , , , , , ,99999998, , , , , , , , , ,99999998, , , , , , , , ,1,2,99999998,99999998,3,53,21,48, , , , ,Le matériel de guerre détruit des civilisations et des enfants innocents et ce serait le moment de diminuer la fabrication dans un pays neutre comme la suisse.,99, , , , , ,99999998, , , , , , , , ,99999998, , , , , , ,9,7,4,6,6,8,7,6,8,7,7,5,7,5,8,8,5,5,3,2,1,1,3,4,1,1,1,1,6,2,1,1,1,1,1,1,1,1,3,3,4,1,2,2,1,1,2,2,3,1,1,4,2,6,6,9,8,7,7,0,3,0,0,0,0,2,0,0,3,0,1,1,2,5,2,8,3,1,6,2,1,1,1,1,2,32,3,99999998,33,21,1,1,99999998,99999998,7,3,1,.280604069250803,.277126863967979;;;;
"10011,20201129.13623.202,1977,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,9,1,4,99999998,99999998,9,11, , , , , , , , , , ,Ist für mich selbstverständlich,99, , , , , , , , , , ,99999998, , , , , , , , , ,99999998, , , , , , , , ,1,4,99999998,99999998,9,44,22,45, , , , ,Ich bin gegen Waffengewalt und Kriege. Pazifist,22,45,44,15, ,""Mein deutsches Grossvater ist im Krieg gefallen, das hat mich immmer negativ zu Kriegen und Waffen gestimmt"",99999998, , , , , , , , ,99999998, , , , , , ,6,6,4,5,5,6,6,5,5,5,4,4,4,4,5,6,4,4,2,1,1,3,3,6,4,2,1,3,6,4,5,5,2,1,1,1,1,1,3,3,4,1,1,1,1,1,3,3,3,1,1,8,3,3,4,0,3,0,0,0,5,2,0,0,0,0,0,3,1,0,0,0,0,2,1,7,4,1,6,9,2,2,2, ,99999998,32,3,99999998,32,10,1,1,99999998,99999998,5,1,2,.540255712790237,.533560941671608";;;;
10012,20201129.12052.202,1959,99999998,99999998, ,2,2,2,0,0,0,0,0,0,0,1,0,0,0,17,99999998,99999998,99999998,99999998,99999998,99999998, , , , , , , , , , , ,99999998, , , , , , , , , , ,99999998, , , , , , , , , ,99999998, , , , , , , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , , , , , ,99999998, , , , , , ,8,8,5,5,98,8,6,0,7,9,6,2,5,5,98,7,98,6,3,6,1,1,4,4,6,9,9,9,9,1,2,6,3,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998, , , , , , , , , , , , , , , , , , , , , , , ,99999998,99999998,10,5,1,1,2, ,99999998,32,3,99999998,33,21,1,1,99999998,99999998,4,2,1,1.66777454470253,1.66778708314596;;;;
10015,20201129.21133.202,1948,99999998,99999998, ,1,3,2,0,0,0,0,0,0,0,0,1,0,0,1,99999998,99999998,99999998,99999998,99999998,99999998, , , , , , , , , , , ,99999998, , , , , , , , , , ,99999998, , , , , , , , , ,99999998, , , , , , , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , , , , , ,99999998, , , , , , ,98,0,0,0,0,6,0,0,3,0,0,0,0,0,5,3,2,8,2,3,3,2,2,6,1,2,2,3,5,2,1,2,2,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998, , , , , , , , , , , , , , , , , , , , , , , ,99999998,99999998,0,1,1,2,2, ,99999998,51,7,3,32,10,1,8,99999998,99999998,2,3,8,1.63795949957269,1.63867311680299;;;;
10017,20201129.22771.202,1953,99999998,99999998, ,2,3,1,8,8,8,8,8,8,8,8,8,8,8,16,1,2,99999998,99999998,10,20,23,40, , , , , , , , ,le respect de l'être humain,42,49, , , , , , , , ,la responsabilité que doivent prendre les multinationales,99999998, , , , , , , , , ,99999998, , , , , , , , ,1,4,99999998,99999998,9,21, , , , , , ,que la Suisse reste cohérente par rapport à sa neutralité,99, , , , , ,99999998, , , , , , , , ,99999998, , , , , , ,8,8,98,5,98,7,5,98,98,7,98,98,98,8,9,7,98,5,1,1,1,1,4,6,2,1,1,3,6,1,3,4,3,1,2,2,1,1,3,4,4,1,1,4,1,1,4,4,4,1,1,3,2,0,0,1,10,5,0,0,0,0,0,0,0,0,0,0,5,98,0,98,98,8,0,10,4,1,10,16,2,1,2, ,99999998,33,1,99999998,12,23,1,1,99999998,99999998,5,1,1,.463940129456625,.440178272363251;;;;
"10022,20201129.16297.202,1962,99999998,99999998, ,2,1,1,8,8,8,8,8,8,8,8,8,8,8,5,1,4,99999998,99999998,10,40,20,23, , , , , , , , ,Verantwortung für Menschenrechte und Umweltschutz in Produktions- und Rohstoffgewinnungsländern,34, , , , , , , , , ,Freiwilligkeit funktioniert nicht bei den meisten Unternehmen,99999998, , , , , , , , , ,99999998, , , , , , , , ,1,4,99999998,99999998,10,32,31, , , , , ,""will nicht, dass mit schweizer Geld Kriege mitfinanziert werden"",45,22,46,10, ,Kriege soll man nicht unterstützen - es leiden immer die falschen Menschen darunter,99999998, , , , , , , , ,99999998, , , , , , ,10,9,6,5,4,6,6,7,5,8,3,98,2,7,9,8,0,2,2,1,1,2,3,4,3,4,1,2,6,3,1,6,1,1,1,1,1,1,2,4,4,1,1,1,1,1,2,1,3,2,2,2,3,8,7,0,0,0,0,0,10,0,0,0,0,0,0,8,6,4,4,5,2,7,0,10,4,1,10,5,1,1,1,2,2,51,7,3,33,21,3,2,52,7,8,1,1,.943034399489151,.898570034938965";;;;
"10023,20201129.10396.202,1999,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,4,2,99999998,3,99999998,7,99999998, , , , , , , , , , , ,99999998, , , , , , , , , , ,15,28, , , , , , , ,""Ich fand, dass die Initiative in die richtige Richtung geht, aber schon fast etwasnzu weit geht. Also war ich für den Gegenvorschlag, mit der Hoffnung dass es dann langsam immer mehr verschärft wird."",99, , , , , , , , ,2,99999998,2,99999998,6,99999998, , , , , , , ,99999998, , , , , ,12,17, , , , , , ,""Ich fände die Vorlage sehr wichtig und richtig, allerdings hat sie (glaube ich) zu weitreichende negative Folgen für uns."",99, , , , , , ,8,7,4,7,7,9,7,6,6,7,6,8,7,5,4,9,5,4,3,4,3,2,8,4,3,4,2,4,6,2,3,4,1,1,3,1,1,1,1,2,2,1,3,1,1,1,2,2,3,2,1,4,3,3,6,1,2,1,1,2,3,1,1,2,1,3,10,3,3,5,2,0,1,10,2,10,4,1,10,4,1,1,1,2,2,52,3,99999998,32,10,2,1,99999998,99999998,10,1,1,.875820802457935,.93970327251043";;;;
